FOREST_ID,NEPA_DOC_NBR,PROJECT NAME,LMU (ACTUAL),LMU – REGION,LMU – FOREST,LMU – DISTRICT,PROJECT STATUS,PROJECT CREATED,CREATED FY,DECISION ID,DECISION NAME,INITIATION DATE,INITIATION FY,DECISION SIGNED,SIGNED FY,SIGNER LAST NAME,SIGNER FIRST NAME,SIGNER TITLE,DECISION TYPE,DECISION APPEAL RULE,PROJECT NOTICE AND COMMENT REGULATION,APPEALED OR OBJECTED?,NO COMMENTS OR ONLY SUPPORT?,LITIGATED?,FC Facility management – purpose,FR Research – purpose,HF Fuels management – purpose,HR Heritage resource management – purpose,LM Land ownership management – purpose,LW Land acquisition – purpose,MG Minerals and geology – purpose,PN Land management planning – purpose,RD Road management – purpose,RG Grazing management – purpose,"RO Regulations, directives, orders – purpose",RU Special area management – purpose,RW Recreation management – purpose,SU Special use management – purpose,TM Forest products – purpose,VM Vegetation management (non-forest products) – purpose,"WF Wildlife, fish, rare plants – purpose",WM Water management – purpose,"FACTS Activity (0,1)",UNIQUE PROJECT?,ELAPSED DAYS,UNIQUE DECISION?,ongoing,DISTRICT_ID,REGION_ID,DECISION_LEVEL,RegionName,forest,calendarYearSigned,calendarYearInitiated,numact,H,projarea,footprint,E,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,FIRE_AVE_AREA,RANGE_AVE_AREA,REC_AVE_AREA,TIMBER_AVE_AREA,SAW_AVE_AREA,WILDLIFE_AVE_AREA,RESTORE_AVE_AREA,MISC_AVE_AREA,ENGI_AVE_AREA,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS,TOTAL_PROJECT_DAYS,TOTAL_PROJECT_PLAN_FY,NEPA_TO_LAST_ACT,NEPA_TO_FIRST_ACT,NEPA_TO_CONTRACT
104.0,48433,Tower Fire Salvage and Reforestation Project,Priest Lake Ranger District (11010408),R1,IPNF,Priest Lake Ranger District (11010408),Complete,12/22/2015,2016.0,45503.0,Tower Fire Salvage and Reforestation Project,2016-01-29,2016.0,2016-06-23,2016.0,Farnsworth,Mary,Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,146.0,,,10408.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2016.0,2016.0,12.0,2.08168156061472,62535030.8391697,7087485.57185004,0.115963123226659,2016-06-23,1.0,2016-07-05,2021-10-31,1944.0,0.6107723577235772,2016-06-23,2021-10-31,2016.0,2022.0,2015.0,2026.0,2016.0,2022.0,11.0,0.0,16005.2,8821.2,984.0,358.0,0.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1041322314049586,0.1580698835274542,Certification-Planted,Burning of Piled Material,7.745810055865911,,,21.137699680511183,,,,,,2.0,0.6555851029057977,0.9458093768428752,18.0,2.227715807843131,0.770736775211447,2102.0,10.0,1956.0,12.0,0.0
104.0,56148,English Point Forest Health Project,Fernan Ranger District (11010403),R1,IPNF,Fernan Ranger District (11010403),Complete,05/28/2019,2019.0,53321.0,English Point Forest Health Project,2019-06-04,2019.0,2020-03-10,2020.0,Scaife,Dan,District Ranger,DM,,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,280.0,,,10403.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2020.0,2019.0,10.0,2.21025357762097,8928018.54205247,744001.545171039,0.138100238150948,2020-03-10,1.0,,,,0.0,2020-09-18,2020-09-18,2020.0,2020.0,2020.0,2026.0,,,6.0,0.0,1670.0,195.0,12.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Stocking Survey,Yarding - Removal of Fuels by Carrying or Dragging,102.5,,,157.5,,,,,,2.0,0.6365141682948128,0.9182958340544894,1.0,-0.0,,,7.0,,,192.0
104.0,48585,Grizzly Fire Salvage and Restoration,Wallace Ranger District (11010401),R1,IPNF,Wallace Ranger District (11010401),Complete,01/27/2016,2016.0,45645.0,Grizzly Fire Salvage and Restoration,2016-01-29,2016.0,2016-06-30,2016.0,Herrera,Macario,Deputy Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,153.0,,,10401.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2016.0,2016.0,16.0,2.46427151598126,79531141.4307673,11247073.9711562,0.135461613825905,2016-06-30,1.0,2016-07-15,2021-09-23,1896.0,0.6242208370436332,2016-07-15,2021-09-23,2016.0,2021.0,2016.0,2080.0,2016.0,2021.0,64.0,-0.0103496503496503,17986.2,10592.9,1123.0,277.0,0.0,0.0,846.0,0.0,0.0,0.0,0.0,0.0,2.0,0.193006993006993,0.4279600570613409,Certification-Planted,Plant Trees,8.977617328519854,,,18.3208037825059,,,,,,2.0,0.5586367575516598,0.8059424797780698,124.0,4.675938688637494,0.970055094292106,2064.0,64.0,1911.0,15.0,15.0
104.0,48804,St. Joe Divide,St. Maries Ranger District (11010404),R1,IPNF,St. Maries Ranger District (11010404),Complete,02/23/2016,2016.0,48702.0,St. Joe Divide,2016-02-23,2016.0,2017-11-27,2018.0,Davis,Matthew,District Ranger,DM,,Not Subject to Regulations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,643.0,,,10404.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2017.0,2016.0,2.0,0.206197868354784,38536196.0399243,37251847.9605961,0.0118049228459298,2017-11-27,1.0,2018-05-04,2021-12-01,1307.0,0.375,2018-05-04,2021-12-01,2018.0,2022.0,2018.0,2022.0,2018.0,2022.0,4.0,0.0,9309.4,4700.4,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.1666666666666666,Broadcast Burning - Covers a majority of the unit,Planned Treatment Burned in Wildfire,193.94583333333333,,,,,,,,,1.0,-0.0,,46.0,3.813438745861232,0.996029230984703,2108.0,6.0,1465.0,158.0,158.0
104.0,40785,Hellroaring,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,12/07/2012,2013.0,43656.0,Decision Notice and FONSI for the Hellroaring Project,2013-06-07,2013.0,2015-08-04,2015.0,Farnsworth,Mary,Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,788.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2015.0,2013.0,23.0,2.81195855250814,48994263.0213499,6776596.18997442,0.158802993477501,2015-08-04,1.0,2016-07-11,2021-10-31,1938.0,0.3948717948717948,2015-09-29,2021-10-31,2015.0,2022.0,2015.0,2027.0,2016.0,2022.0,12.0,0.0,13093.9,3921.2,585.0,191.0,8.0,0.0,383.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0932203389830508,0.6883116883116883,Leave Tree Protection,Pretreatment Exam for Reforestation,13.659162303664916,51.65,,26.287206266318535,1.2666666666666666,,,,,4.0,0.7285127108001699,0.5255108375479903,3.0,0.0322022661284808,0.02931176581642,3068.0,14.0,2280.0,342.0,56.0
104.0,37730,Twenty Mile Creek,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,12/14/2011,2012.0,46068.0,Black Mountain Lookout Tower Relocation,2012-03-02,2012.0,2016-09-13,2016.0,Knauth,Kevin,District Ranger,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1656.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2016.0,2012.0,31.0,2.14272884287005,104270856.660952,21358720.1206138,0.116058418798811,2014-06-13,1.0,2015-03-31,2021-11-01,2407.0,0.5052790346907994,2014-08-27,2021-11-01,2014.0,2022.0,2014.0,2027.0,2015.0,2022.0,13.0,-0.1961194029850746,10294.0,4164.1,663.0,250.0,5.0,0.0,404.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0656716417910447,0.6059701492537314,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),10.709599999999996,72.11999999999999,,17.685643564356436,,,,27.75,,4.0,0.7373040894792015,0.5318524767593983,3.0,0.0591700481853659,0.0538588988997201,3531.0,15.0,1875.0,-532.0,-748.0
104.0,43232,North Zone TSI,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,12/06/2013,2014.0,40577.0,North Zone Timber Stand Improvement Project Decision Memo,2014-02-11,2014.0,2014-05-22,2014.0,Knauth,Kevin,District Ranger,DM,None,Not Subject to Regulations,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,100.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2014.0,2014.0,1.0,0.0,121125.69466021,121125.69466021,0.0,2014-05-22,1.0,2017-08-15,2017-08-15,0.0,1.0,2017-08-15,2017-08-15,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,0.0,30.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Prune,Prune,,,,30.0,,,,,,1.0,-0.0,,1.0,-0.0,,1281.0,3.0,1181.0,1181.0,1181.0
104.0,29990,Shoepack Thinning,Avery Ranger District (11010402),R1,IPNF,Avery Ranger District (11010402),Complete,09/21/2009,2009.0,28243.0,Shoepack Thinning,2010-02-12,2010.0,2010-06-18,2010.0,Mark,Chuck,District Ranger,DM,215,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,126.0,,,10402.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2010.0,2010.0,5.0,1.5498260458782,1177592.31242331,168227.473203331,0.110868301467251,2010-06-18,1.0,2011-08-11,2014-10-25,1171.0,1.0,2010-09-29,2014-10-25,2010.0,2015.0,2010.0,2015.0,2011.0,2015.0,5.0,0.0,140.0,140.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0714285714285714,0.1428571428571428,"Piling of Fuels, Hand or Machine ",Yarding - Removal of Fuels by Carrying or Dragging,7.333333333333333,,,26.0,,,,,,2.0,0.410116318288409,0.5916727785823274,2.0,0.6931471805599453,1.0,1716.0,5.0,1590.0,419.0,103.0
104.0,29812,North Zone Roadside Salvage,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,09/09/2009,2009.0,34881.0,North Zone Roadside Salvage Decision Notice,2009-09-17,2009.0,2012-05-15,2012.0,Farnsworth,Mary,Forest Supervisor,DN,215,215,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,971.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2012.0,2009.0,3.0,0.804379415794848,2257725.46273188,1385793.54852405,0.054981999293545,2012-05-15,1.0,2014-08-13,2019-07-15,1797.0,0.9761904761904762,2013-10-10,2018-10-01,2014.0,2019.0,2014.0,2019.0,2014.0,2019.0,5.0,0.0,739.8,739.8,42.0,20.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0238095238095238,0.5121951219512195,Stand Silviculture Prescription,Burning of Piled Material,3.9899999999999975,,,30.0,,,,,,2.0,0.6920129648318738,0.998363672593813,2.0,0.5623351446188083,0.8112781244591328,3588.0,10.0,2617.0,820.0,513.0
104.0,40342,Idaho Buckhorn,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,09/27/2012,2012.0,40009.0,Idaho Buckhorn Burning Project,2013-03-20,2013.0,2014-02-03,2014.0,Knauth,Kevin,District Ranger,DM,215,215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,320.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2014.0,2013.0,2.0,0.335824331316964,21549766.079402,15140047.7902236,0.0198878838663562,2014-02-03,1.0,2014-07-02,2015-05-08,310.0,0.4705882352941176,2014-05-15,2015-05-08,2014.0,2015.0,2014.0,2023.0,2014.0,2015.0,9.0,0.0,4344.0,706.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,255.52941176470588,,,,,,,,,1.0,-0.0,,1.0,-0.0,,779.0,10.0,459.0,149.0,101.0
104.0,46130,Halfway Malin,Avery Ranger District (11010402),R1,IPNF,Avery Ranger District (11010402),Complete,01/13/2015,2015.0,48880.0,Halfway Malin Project,2015-01-07,2015.0,2018-01-11,2018.0,Farnsworth,Mary,Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1100.0,,,10402.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2018.0,2015.0,14.0,2.49015299272723,42872787.6120321,5008190.84897402,0.141697321048992,2018-01-11,1.0,2019-06-17,2021-11-03,870.0,0.0865671641791044,2018-11-15,2021-11-03,2019.0,2022.0,2019.0,2030.0,2019.0,2022.0,11.0,-1.3043478260869563,9379.8,1388.8,335.0,120.0,10.0,0.0,170.0,19.0,16.0,0.0,0.0,0.0,5.0,0.0,0.1724137931034483,Burning of Piled Material,Burning of Piled Material,22.261666666666667,12.27,,35.78235294117647,0.8105263157894737,30.456250000000004,,,,5.0,1.1248279810121429,0.6988949199730001,43.0,3.3285458615483154,0.8849690947471787,2492.0,15.0,1392.0,522.0,308.0
104.0,40091,Quartz Beetle,Avery Ranger District (11010402),R1,IPNF,Avery Ranger District (11010402),Complete,09/07/2012,2012.0,38065.0,Quartz Beetle Decision Memo,2012-10-26,2013.0,2013-04-23,2013.0,Sims,Wade,District Ranger,DM,215,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,179.0,,,10402.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2013.0,2012.0,6.0,1.73578959897199,1393809.00801966,281570.005724109,0.122691879129254,2013-04-23,1.0,2016-09-02,2020-08-06,1434.0,0.7692307692307693,2016-09-02,2020-08-06,2016.0,2020.0,2016.0,2023.0,2016.0,2020.0,7.0,0.0,148.7,146.2,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yarding - Removal of Fuels by Carrying or Dragging,Invasives - Pesticide Application,18.0,0.94,,,,,,,,2.0,0.666278442414676,0.961236604722876,3.0,1.0900596587107838,0.992215060722018,2841.0,10.0,2662.0,1228.0,1228.0
104.0,58631,Scattered Lands Project,Idaho Panhandle National Forest All Units (11010400),R1,IPNF,Idaho Panhandle National Forest All Units (11010400),Complete,08/10/2020,2020.0,55863.0,Scattered Lands Project Decision Notice,2021-01-08,2021.0,2021-09-15,2021.0,Berner,Jessie,District Ranger,DN,,218 (2013) HFRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,250.0,,,10400.0,1.0,National Forest/Grassland,Northern,Idaho Panhandle,2021.0,2021.0,5.0,1.50076563539752,5357913.30766038,2441091.60645531,0.0968605516858699,2021-09-15,1.0,,,,0.0,2022-03-24,2022-03-24,2022.0,2022.0,2022.0,2023.0,,,1.0,0.0,1318.0,124.0,18.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Two-aged Shelterwood Establishment and Removal Cut (w/ res) (2A/RH/FH),Burning of Piled Material,80.26666666666667,,,38.0,,,,,,2.0,0.4505612088663046,0.6500224216483541,10.0,2.157963565450758,0.9371916686235308,,2.0,,,190.0
104.0,40488,Beaver Creek,Wallace Ranger District (11010401),R1,IPNF,Wallace Ranger District (11010401),Complete,10/10/2012,2013.0,40750.0,Beaver Creek,2012-10-09,2013.0,2014-06-13,2014.0,Farnsworth,Mary,Forest Supervisor,ROD,None,218 (2013) Non HFRA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,612.0,,,10401.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2014.0,2012.0,36.0,3.07234864827803,100633178.15606,14337030.8336497,0.166730877955644,2014-06-13,1.0,2014-07-16,2022-05-21,2866.0,0.4210914454277286,2014-07-16,2022-04-09,2014.0,2022.0,2012.0,2084.0,2014.0,2022.0,72.0,-0.0033898305084745,23938.9,6891.2,1356.0,440.0,0.0,0.0,908.0,8.0,0.0,0.0,0.0,0.0,3.0,0.2135593220338983,0.5971978984238179,Stocking Survey,Certification-Planted,11.329999999999998,,,20.8703744493392,0.4249999999999999,,,,,3.0,0.664044978865512,0.6044397880079782,125.0,4.5198729645893465,0.9361183242236266,3511.0,71.0,2899.0,33.0,33.0
104.0,44066,Boulder Creek Restoration Project,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,03/25/2014,2014.0,50908.0,"Boulder Creek Restoration Project, Decision Notice",2016-12-09,2017.0,2018-10-29,2019.0,Higgins,Jeanne,Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,689.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2018.0,2016.0,22.0,2.49145656589791,135243392.851063,35089964.7873465,0.133072241354803,2018-10-29,1.0,2019-02-21,2022-05-18,1182.0,0.073394495412844,2019-02-21,2022-05-18,2019.0,2022.0,2018.0,2031.0,2019.0,2022.0,13.0,-0.0176470588235294,85890.4,4332.4,1199.0,499.0,0.0,0.0,697.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0058823529411764,0.0113636363636363,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,30.753707414829663,,,101.20373027259684,1.7666666666666666,,,,,3.0,0.6951683343885673,0.6327694870693161,99.0,4.4669617284849,0.9721099501581146,1986.0,14.0,1297.0,115.0,115.0
104.0,43757,Lookout Pass Ski Area Expansion EIS,Idaho Panhandle National Forest All Units (11010400),R1,IPNF,Idaho Panhandle National Forest All Units (11010400),Complete,02/24/2014,2014.0,47415.0,Lookout Pass Ski Area Expansion EIS,2014-04-04,2014.0,2017-05-11,2017.0,Farnsworth,Mary,Forest Supervisor,ROD,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1133.0,,,10400.0,1.0,National Forest/Grassland,Northern,Idaho Panhandle,2017.0,2014.0,13.0,2.29578614809568,1952242.80665345,547037.311640358,0.15849962538798,2017-05-11,1.0,2020-01-01,2021-04-23,478.0,0.3090909090909091,2017-09-27,2021-04-23,2017.0,2021.0,2017.0,2024.0,2020.0,2021.0,7.0,-0.7666666666666664,576.6,213.5,110.0,57.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1388888888888889,0.1470588235294117,Landing Treated - Area Mitigated ,Plant Trees,5.114035087719298,,,5.379245283018867,,,,,,2.0,0.6924858777484906,0.9990459417133885,13.0,2.4352995832857185,0.9494532810955264,2576.0,10.0,1443.0,965.0,139.0
104.0,44051,Deer Creek,Bonners Ferry Ranger District (11010407),R1,IPNF,Bonners Ferry Ranger District (11010407),Complete,03/25/2014,2014.0,47555.0,Deer Creek,2015-01-21,2015.0,2017-06-08,2017.0,Farnsworth,Mary,Forest Supervisor,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,869.0,,,10407.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2017.0,2015.0,23.0,2.47909381421793,91822052.2158249,8894443.55351706,0.135208329819746,2017-06-08,1.0,2018-05-22,2022-05-18,1457.0,0.6298507462686567,2018-01-30,2022-05-18,2018.0,2022.0,2018.0,2026.0,2018.0,2022.0,8.0,-0.0047169811320754,21962.3,13464.8,670.0,325.0,4.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,3.0,0.070754716981132,0.3080568720379147,Site Preparation for Planting - Burning,Broadcast Burning - Covers a majority of the unit,33.30307692307692,34.2,,32.26392961876833,,,,,,3.0,0.7252474340934841,0.6601486635223511,70.0,4.09848731136828,0.9646915149636088,2674.0,11.0,1805.0,348.0,236.0
104.0,46336,TSI 2015,St. Maries Ranger District (11010404),R1,IPNF,St. Maries Ranger District (11010404),Complete,05/19/2015,2015.0,43357.0,St Joe Timber Stand Improvement Project: 2015,2015-03-03,2015.0,2015-07-01,2015.0,Davis,Matthew,District Ranger,DM,,Not Subject to Regulations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,120.0,,,10404.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2015.0,2015.0,2.0,0.690041214965272,849772.255258913,458356.523023511,0.0505423849681718,2015-07-01,1.0,2020-08-03,2021-09-24,417.0,1.0,2020-07-11,2021-09-01,2020.0,2021.0,2020.0,2021.0,2020.0,2021.0,1.0,0.0,210.2,210.2,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Prune,Precommercial Thin,,,,15.014285714285716,,,,,,1.0,-0.0,,3.0,0.8675632284814612,0.7896900821428474,2397.0,6.0,2277.0,1860.0,1837.0
104.0,34319,Pre-commercial Thinning & Pruning,Fernan Ranger District (11010403),R1,IPNF,Fernan Ranger District (11010403),Complete,12/03/2010,2011.0,30928.0,Central Zone Pre-commercial Thinning and Pruning 2011/12 Project,2010-11-10,2011.0,2011-02-25,2011.0,Johnson,Kimberly,District Ranger,DM,215,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,107.0,,,10403.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2011.0,2010.0,4.0,1.0622614314837,6106809.92252177,2814527.55950802,0.0679851010745163,2011-02-25,1.0,2011-09-20,2020-08-10,3247.0,0.8484848484848485,2011-08-31,2020-07-15,2011.0,2020.0,2011.0,2021.0,2011.0,2020.0,10.0,0.0,1457.0,1262.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0357142857142857,0.4285714285714285,Prune,Prune,,,,22.07575757575757,,,,,,1.0,-0.0,,33.0,3.4268862782430074,0.9800883361469772,3561.0,10.0,3454.0,207.0,187.0
104.0,42843,Treasured Landscapes Recreation Projects,Sandpoint Ranger District (11010406),R1,IPNF,Sandpoint Ranger District (11010406),Complete,09/19/2013,2013.0,43586.0,Decision Notice and FONSI for the Treasured Landscapes Recreation Project,2014-01-17,2014.0,2015-07-27,2015.0,Walker,Erick,District Ranger,DN,,218 (2013) Non HFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,556.0,,,10406.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2015.0,2014.0,1.0,0.0,69508.4571840269,69508.4571840269,0.0,2015-07-27,1.0,2017-05-08,2017-05-08,0.0,1.0,2017-05-08,2017-05-08,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Plant Trees,Plant Trees,,,,17.0,,,,,,1.0,-0.0,,0.0,0.0,-0.0,1207.0,3.0,651.0,651.0,651.0
104.0,30000,Lookout Ski Beetle,Wallace Ranger District (11010401),R1,IPNF,Wallace Ranger District (11010401),Complete,09/21/2009,2009.0,27926.0,Lookout Ski Beetle,2010-01-29,2010.0,2010-05-13,2010.0,Swick,Randy,District Ranger,DM,215,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,104.0,,,10401.0,1.0,Ranger District/Mgt Unit,Northern,Idaho Panhandle,2010.0,2010.0,8.0,1.5849584368962,992193.389840819,282462.354601582,0.114788234088568,2010-05-13,1.0,2010-09-25,2017-01-20,2309.0,1.0,2010-08-04,2017-01-20,2010.0,2017.0,2010.0,2016.0,2010.0,2017.0,6.0,0.0,289.0,289.0,109.0,66.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1743119266055046,0.3394495412844037,Initiate Natural Regeneration,Rearrangement of Fuels,2.6666666666666665,,,2.627906976744186,,,,,,2.0,0.6707165249028384,0.967639404319604,30.0,3.353560193292417,0.985993994754148,2548.0,6.0,2444.0,135.0,83.0
